tx_date,total_tx_gas_cost_ETH,total_tx_gas_used
2021-10-28,19171.137398643074,98966629712
2021-10-29,17671.28061856444,98347489308
2021-10-30,16363.46556320881,98002210468
2021-10-31,14964.52279277903,97551234641
2021-11-01,16074.76734408215,99188257225
2021-11-02,17655.68780338603,97381906892
2021-11-03,16453.982045559445,98615686109
2021-11-04,14465.059425601528,96926416150
2021-11-05,13693.968418474717,99426765719
2021-11-06,11707.631414073965,97806897593
2021-11-07,10117.634519073346,99639707191
2021-11-08,12894.064400205263,98044586198
2021-11-09,17509.78669605301,98253505445
2021-11-10,17010.62892162133,98479436388
2021-11-11,16195.461255652139,98331547441
2021-11-12,15065.384361416684,98993755682
2021-11-13,13177.298142774165,97438506061
2021-11-14,11392.165308894904,97925457176
2021-11-15,15416.784546120398,97422476367
2021-11-16,14651.755660014594,96356492010
2021-11-17,13499.093484275427,98477697827
2021-11-18,14467.304970385341,98258045079
2021-11-19,12140.165123913768,96064983806
2021-11-20,10437.567269768942,97067685699
2021-11-21,10668.714585407688,97039418838
2021-11-22,14931.938876081049,98175509324
2021-11-23,13693.924927396189,97654433985
2021-11-24,13060.893480825225,97186997792
2021-11-25,12411.629625394251,97167359357
2021-11-26,11379.87856111744,95847643629
2021-11-27,12144.675208193681,98527637239
2021-11-28,11449.814609388963,96546465274
2021-11-29,12196.501363524618,95710323947
2021-11-30,14869.577777499086,96588497458
2021-12-01,13659.03576317376,96173608919
2021-12-02,11669.44426702389,96347004529
2021-12-03,10838.543906620935,96999612609
2021-12-04,14360.449740985885,95181800981
2021-12-05,10216.575273637798,96094328220
2021-12-06,10750.742665541957,96719652729
2021-12-07,9442.821734854895,96622508037
2021-12-08,8060.333936979418,96069191326
2021-12-09,8478.797958592193,96888034495
2021-12-10,9498.383158087261,99206691191
2021-12-11,7728.595101546092,100289873438
2021-12-12,6565.699338807853,100783092953
2021-12-13,8881.745100653417,100242813459
2021-12-14,7990.00595577142,98661297954
2021-12-15,9141.095383184935,100002585601
2021-12-16,10425.10954374528,98878029798
2021-12-17,10099.123800673167,99899533626
2021-12-18,6756.615139507196,100499502434
2021-12-19,6439.495199347202,99832932492
2021-12-20,7284.9922265483365,101019415970
2021-12-21,6958.755607479188,99582538677
2021-12-22,7947.916104270838,99157641835
2021-12-23,8583.23172539884,99088233365
2021-12-24,7409.269643560643,99799023582
2021-12-25,7258.630974595885,99831016454
2021-12-26,5718.7852111429775,99855677488
2021-12-27,8035.150890623912,100081178539
2021-12-28,10411.691727966683,99401788712
2021-12-29,12660.045145446182,100776349968
2021-12-30,10996.004637125387,99300781355
2021-12-31,9315.933012000964,98452603391
