tx_date,total_tx_gas_cost_ETH,total_tx_gas_used
2023-11-28,5035.2480958495535,107824735828
2023-11-29,4681.778498147802,107940875890
2023-11-30,5509.695626694315,107888214993
2023-12-01,5340.2896419381395,107863170034
2023-12-02,4209.675762442262,108073234725
2023-12-03,4005.8264786569416,107731495784
2023-12-04,5745.201125131549,107932894414
2023-12-05,6740.793616158562,107825092919
2023-12-06,6724.206571190919,107655420086
2023-12-07,5988.214066520821,107619362929
2023-12-08,5131.091032803336,107734640482
2023-12-09,4129.49664165603,107775026891
2023-12-10,3780.799791358981,108026932108
2023-12-11,4481.4184783656065,108107606481
2023-12-12,5362.030409185052,108106962359
2023-12-13,5648.166659716975,107951238138
2023-12-14,5437.878490911824,107686124251
2023-12-15,7002.555358656115,107844138701
2023-12-16,6076.405855068545,107658432944
2023-12-17,4700.978430313758,107644874518
2023-12-18,7001.723111951703,107799727606
2023-12-19,6354.56714492201,107521423941
2023-12-20,6375.355154715897,107579988983
2023-12-21,4869.986619426571,107751019186
2023-12-22,4043.364026181905,107605180103
2023-12-23,2847.254077686835,107629555293
2023-12-24,2806.295706506137,107427708036
2023-12-25,2701.735439813052,107288173904
2023-12-26,2395.2654529340934,107826286358
2023-12-27,3381.451423287583,107320132740
2023-12-28,3764.2486615134635,107586891315
2023-12-29,3044.1639560143744,107328229193
2023-12-30,2385.7308155896562,107328398745
2023-12-31,1778.8875314845136,107822421080
