tx_date,total_tx_gas_cost_ETH,total_tx_gas_used
2025-01-01,2249.2393220070694,108771628808
2025-01-02,2643.2956682176177,108479938127
2025-01-03,1533.947955722186,108412109486
2025-01-04,1265.9402566772158,108330636794
2025-01-05,1034.9829455908496,108270391071
2025-01-06,1811.2182146637242,108223634663
2025-01-07,1389.9184239854853,108587314629
2025-01-08,1224.0317788895804,108480644658
2025-01-09,1091.9994031389713,108410844695
2025-01-10,933.7664761219621,108378828627
2025-01-11,501.6335026113697,108559300992
2025-01-12,430.35104663414836,108829229174
2025-01-13,1112.4254187794031,108418788183
2025-01-14,928.5485250990162,108379668223
2025-01-15,1121.7737276954301,108530336372
2025-01-16,944.5858587849483,108522136755
2025-01-17,1155.0031381841268,108585721792
2025-01-18,1975.840968036288,108591783632
2025-01-19,4916.215759566794,108610040118
2025-01-20,4405.348322344478,108420902441
2025-01-21,1834.9538070969634,108455196396
2025-01-22,1286.9467432756828,108511399550
2025-01-23,1517.4392823938276,108716767487
2025-01-24,1373.5923708280445,108771645455
2025-01-25,788.4675628835528,108693279134
2025-01-26,737.6433170839549,108853533312
2025-01-27,1336.1434247896634,108770745038
2025-01-28,798.3409813132621,108804382561
2025-01-29,579.0512551924131,108698573015
2025-01-30,548.6533866839366,108800361795
2025-01-31,723.6462621079627,109378918031
2025-02-01,447.2482722068866,109262375602
2025-02-02,1143.6989771413068,109773880128
2025-02-03,4394.8588139033645,110938168934
2025-02-04,665.3480498131453,126121006227
2025-02-05,440.4170520257331,130035728535
2025-02-06,484.7357511780703,130168022751
2025-02-07,424.49684954627776,130259221353
2025-02-08,277.3333911661908,130338033098
2025-02-09,319.2969855995158,130617991303
2025-02-10,382.84817491778654,130046851591
2025-02-11,463.87349341155067,130048370024
2025-02-12,467.66671259369116,129751611918
2025-02-13,409.15810517219376,129916998449
2025-02-14,331.92246736888495,129719329692
2025-02-15,218.29642281796563,130273141363
2025-02-16,223.70603059162133,130525921517
2025-02-17,1423.0053825957623,129947498213
2025-02-18,395.98515299060415,130179514094
2025-02-19,283.05282519929733,130430372308
2025-02-20,296.95559669913155,129975901744
2025-02-21,559.3670418986949,130492093998
2025-02-22,277.8014954999482,130697243064
2025-02-23,294.74898852014064,131033118457
2025-02-24,405.1128013785038,130773714063
2025-02-25,804.6468519014509,130130348768
2025-02-26,432.3250162005359,130799662470
2025-02-27,293.8121953667899,130711016482
2025-02-28,638.437950367836,130605372774
2025-03-01,256.3046797593809,131036692988
2025-03-02,896.1625403420975,131363322546
2025-03-03,491.1391187242837,130595220001
2025-03-04,670.5817819855697,130545084240
2025-03-05,300.0050155017454,130581026068
2025-03-06,360.65356429223993,130414552136
2025-03-07,424.4515074217136,130320712237
2025-03-08,270.30988687437525,130665208191
2025-03-09,333.9667803940014,130900025392
2025-03-10,859.2312691113111,130612493238
2025-03-11,759.3049954118427,130205767368
2025-03-12,364.4629395861356,130661571809
2025-03-13,296.8374829157784,130953543840
2025-03-14,276.5011580178001,130988571670
2025-03-15,201.95789563329419,131482252401
2025-03-16,223.79855775180562,131341874766
2025-03-17,250.97803095792918,130889448145
2025-03-18,230.91662900498477,130706911905
2025-03-19,376.65306760451193,130606298924
2025-03-20,268.2005912984039,130712861164
2025-03-21,210.89998022735065,131332527076
2025-03-22,191.26039223834806,131481318142
2025-03-23,168.69866788003742,131480872818
2025-03-24,274.5545269220181,130831705645
2025-03-25,240.2760153090948,130403108513
2025-03-26,257.06986398709694,130797752237
2025-03-27,263.3598558701301,130630850336
2025-03-28,291.7982813321842,130531928023
2025-03-29,232.36032957799264,130812849104
2025-03-30,221.0818005260965,131210503317
2025-03-31,332.29492396905215,130428305724
2025-04-01,403.0534408093689,130478561914
2025-04-02,424.54481061999354,130682100756
2025-04-03,325.0310482206354,130147029308
2025-04-04,317.1046736375272,130863896942
2025-04-05,199.67655144080794,130834125064
2025-04-06,785.932130822092,131097642722
2025-04-07,1399.2584540374514,130037219374
2025-04-08,423.23348860579335,130488155384
2025-04-09,920.4977131980535,130664636931
2025-04-10,739.170231470041,130696341122
2025-04-11,410.01262812191436,130579395281
2025-04-12,340.1690152630448,130846774820
2025-04-13,382.39335240810175,131258088685
2025-04-14,466.4283586617222,130790532015
2025-04-15,294.7059934728164,130561417027
2025-04-16,276.67970114459695,131076118812
2025-04-17,240.72016267273588,130757981882
2025-04-18,217.3245069773212,130942369510
2025-04-19,173.8722288188648,131381770127
2025-04-20,203.79365488892682,131319356784
2025-04-21,273.9509468518145,131001670949
2025-04-22,545.4884480612699,130864945234
2025-04-23,464.97354655823847,130445059569
2025-04-24,625.8831773595673,130518732183
2025-04-25,388.9325930331487,130678474446
2025-04-26,240.1300778738488,131225502617
2025-04-27,216.55780335175893,131457829584
2025-04-28,297.71615192822964,130604227488
2025-04-29,255.84974308042396,130366757396
2025-04-30,266.42070479189397,130281225298
2025-05-01,284.3560190591883,130152817701
2025-05-02,249.10237440869767,129975972533
2025-05-03,174.44882157496136,131003228296
2025-05-04,196.30038399868062,130467508980
2025-05-05,220.1352527944731,130300806097
2025-05-06,292.4618841298462,130025104722
2025-05-07,405.95662387564107,128329001753
2025-05-08,1362.2413059430903,129439090007
2025-05-09,1018.6502543510516,128698364122
2025-05-10,875.6895790437568,129301356601
2025-05-11,907.4492157960198,129016896198
2025-05-12,1054.881519834207,129061071261
2025-05-13,879.7547613592064,129202390129
2025-05-14,562.6749630895174,128950099108
2025-05-15,626.0138897874349,129211885055
2025-05-16,516.9520731974,129041026783
2025-05-17,269.6626680171918,129725370154
2025-05-18,295.4496480396823,130057710927
2025-05-19,401.2872219875013,129306160383
2025-05-20,443.9609126173358,129506127197
2025-05-21,611.8790346967857,130025845893
2025-05-22,794.9101904398306,129774709567
2025-05-23,635.6027038160379,129957267618
2025-05-24,245.25810485501344,129803038363
2025-05-25,250.78602678129843,129956828529
2025-05-26,363.0363051826077,129747077129
2025-05-27,839.0592280255034,130272741920
2025-05-28,676.8037139999082,129579492803
2025-05-29,743.0063990630471,129833569945
2025-05-30,756.1436833485975,130003499791
2025-05-31,358.20353958517677,130074206373
2025-06-01,340.9278864384619,129923870723
2025-06-02,610.9338688777511,129740138437
2025-06-03,688.596615791512,129850503481
2025-06-04,643.5518432805233,129762219253
2025-06-05,908.5696394199346,129744307486
2025-06-06,556.6999157544103,129946072201
2025-06-07,276.5255924523972,130210476173
2025-06-08,277.34811716569845,130266864709
2025-06-09,646.0346476438432,130166835717
2025-06-10,801.2891377593007,130305000698
2025-06-11,708.1695513839704,129737117743
2025-06-12,673.9552069166311,130199188798
2025-06-13,566.101757578161,130014107567
2025-06-14,206.734405578312,130292567912
2025-06-15,201.20200799762307,130125125348
2025-06-16,446.40223058678123,130301903798
2025-06-17,465.63510061057923,129730388186
2025-06-18,358.07542724313106,129868916083
2025-06-19,432.3945862820425,130094241475
2025-06-20,438.48494885996934,129997426988
2025-06-21,334.94033317049696,130648896787
2025-06-22,636.7470336256908,129950226473
2025-06-23,898.9935038944079,129904092074
2025-06-24,820.1155236664921,130245112499
2025-06-25,751.5954181361756,129673483568
2025-06-26,509.78480087071017,130031563387
2025-06-27,361.30382963382755,129845543200
2025-06-28,216.94162240017644,130560347959
2025-06-29,212.55636284607198,130188582275
2025-06-30,496.4169124738012,130197023068
2025-07-01,415.85431665295823,129769668087
2025-07-02,411.45161637684436,130030576478
2025-07-03,349.9798305453543,129743561844
2025-07-04,281.6097107692857,130115459878
2025-07-05,215.55319997432844,130132548912
2025-07-06,227.56782077675498,130435509597
2025-07-07,451.21023309649627,129992742083
2025-07-08,375.16553365811876,129904963738
2025-07-09,576.9651560820977,129798030002
2025-07-10,821.302404034596,130122852077
2025-07-11,866.4335628652758,129702191910
2025-07-12,283.1101251700534,130206800560
2025-07-13,322.4276073409759,130272378704
2025-07-14,809.2245461991776,130286860995
2025-07-15,617.6839878322097,130475553232
2025-07-16,992.5223240131058,130467467974
2025-07-17,1232.172015592412,131118053244
2025-07-18,913.1691258587553,131458634110
2025-07-19,280.97536984634854,131479588080
2025-07-20,488.07658015552806,133564393626
2025-07-21,563.6513843617612,149673861655
2025-07-22,430.6183664961917,161914187070
2025-07-23,395.1245999713816,162419856860
